date,location,competition,home_team_abbreviation,home_team_fullname,away_team_abbreviation,away_team_fullname,result,home_team_score,away_team_score
1995-10-08,"TACURU SOCIAL CLUB, POSADAS",SOUTH AMERICAN CHAMPIONSHIP,ARG,ARGENTINA,URUG,URUGUAY,FT,52,37
1995-09-30,"STADE FRANCAIS, SANTIAGO",SOUTH AMERICAN CHAMPIONSHIP,CHI,CHILE,ARG,ARGENTINA,FT,3,78
1995-09-30,"CARRASCO POLO CLUB, MONTEVIDEO",SOUTH AMERICAN CHAMPIONSHIP,URUG,URUGUAY,PARAG,PARAGUAY,FT,48,12
1995-09-24,"DE LAS FUERZAS, ASUNCION",SOUTH AMERICAN CHAMPIONSHIP,PARAG,PARAGUAY,ARG,ARGENTINA,FT,9,103
1995-09-23,"STADE FRANCAIS, SANTIAGO",SOUTH AMERICAN CHAMPIONSHIP,CHI,CHILE,URUG,URUGUAY,FT,13,31
1995-09-23,"RUDOLF-KALWEIT-STADION, HANOVER",FIRA CHAMPIONSHIP D2,GERM,GERMANY,CZE,CZECH REPUBLIC,FT,28,17
1995-09-22,"COLEGIO SAN JOSE, ASUNCION",SOUTH AMERICAN CHAMPIONSHIP,PARAG,PARAGUAY,CHI,CHILE,FT,14,24
1995-09-09,"FLETCHER'S FIELD, MARKHAM",UNITED STATES OF AMERICA TOUR IN CANADA 1995,CAN,CANADA,USA,UNITED STATES OF AMERICA,FT,14,15
1995-09-02,"ESTADIO LUIS FRANZINI (DEFENSOR SC), MONTEVIDEO",SPAIN TOUR IN CHILE/URUGUAY 1995,URUG,URUGUAY,SPAIN,SPAIN,FT,47,10
1995-09-02,"EMIRATES AIRLINES PARK, JOHANNESBURG",WALES TOUR IN SOUTH AFRICA 1995,SA,SOUTH AFRICA,WALES,WALES,FT,40,11
1995-08-26,"PRINCE OF WALES CC, SANTIAGO",SPAIN TOUR IN CHILE/URUGUAY 1995,CHI,CHILE,SPAIN,SPAIN,FT,28,23
1995-07-29,"ALLIANZ STADIUM, SYDNEY",BLEDISLOE CUP,AUS,AUSTRALIA,NZL,NEW ZEALAND,FT,23,34
1995-07-22,"EDEN PARK, AUCKLAND",BLEDISLOE CUP,NZL,NEW ZEALAND,AUS,AUSTRALIA,FT,28,16
1995-07-15,"ANZ NATIONAL STADIUM (BUCKHURST PK), SUVA",SOUTH PACIFIC CHAMPIONSHIP,FIJI,FIJI,TONGA,TONGA,FT,41,7
1995-07-08,"TEUFAIVA STADIUM, NUKU A'LOFA",SOUTH PACIFIC CHAMPIONSHIP,TONGA,TONGA,SAMOA,SAMOA,FT,13,12
1995-07-01,"APIA PARK, APIA",SOUTH PACIFIC CHAMPIONSHIP,SAMOA,SAMOA,FIJI,FIJI,FT,35,17
1995-06-24,"EMIRATES AIRLINES PARK, JOHANNESBURG",RUGBY WORLD CUP,SA,SOUTH AFRICA,NZL,NEW ZEALAND,FT,15,12
1995-06-22,"LOFTUS VERSFELD, PRETORIA",RUGBY WORLD CUP,ENG,ENGLAND,FRA,FRANCE,FT,9,19
1995-06-18,"DHL NEWLANDS, CAPE TOWN",RUGBY WORLD CUP,ENG,ENGLAND,NZL,NEW ZEALAND,FT,29,45
1995-06-17,"JONSSON KINGS PARK, DURBAN",RUGBY WORLD CUP,SA,SOUTH AFRICA,FRA,FRANCE,FT,19,15
1995-06-11,"DHL NEWLANDS, CAPE TOWN",RUGBY WORLD CUP,ENG,ENGLAND,AUS,AUSTRALIA,FT,25,22
1995-06-11,"LOFTUS VERSFELD, PRETORIA",RUGBY WORLD CUP,SCOT,SCOTLAND,NZL,NEW ZEALAND,FT,30,48
1995-06-10,"EMIRATES AIRLINES PARK, JOHANNESBURG",RUGBY WORLD CUP,SA,SOUTH AFRICA,SAMOA,SAMOA,FT,42,14
1995-06-10,"POLICE GROUNDS, HARARE",SCOTLAND XV TOUR IN SPAIN/ZIMBABWE 1995,ZIMB,ZIMBABWE,SCOT,SCOTLAND,FT,22,43
1995-06-10,"JONSSON KINGS PARK, DURBAN",RUGBY WORLD CUP,IRE,IRELAND,FRA,FRANCE,FT,12,36
1995-06-04,"BUFFALO CITY STADIUM, EAST LONDON",RUGBY WORLD CUP,ARG,ARGENTINA,ITALY,ITALY,FT,25,31
1995-06-04,"EMIRATES AIRLINES PARK, JOHANNESBURG",RUGBY WORLD CUP,IRE,IRELAND,WALES,WALES,FT,24,23
1995-06-04,"TOYOTA STADIUM, BLOEMFONTEIN",RUGBY WORLD CUP,NZL,NEW ZEALAND,JPN,JAPAN,FT,145,17
1995-06-04,"JONSSON KINGS PARK, DURBAN",RUGBY WORLD CUP,ENG,ENGLAND,SAMOA,SAMOA,FT,44,22
1995-06-03,"BOET ERASMUS (EPRFU), PORT ELIZABETH",RUGBY WORLD CUP,SA,SOUTH AFRICA,CAN,CANADA,FT,20,0
1995-06-03,"OLYMPIA PARK, RUSTENBERG, RUSTENBERG",RUGBY WORLD CUP,TONGA,TONGA,CDI,IVORY COAST,FT,29,11
1995-06-03,"DANIE CRAVEN STADIUM, STELLENBOSCH, STELLENBOSCH",RUGBY WORLD CUP,AUS,AUSTRALIA,ROM,ROMANIA,FT,42,3
1995-06-03,"LOFTUS VERSFELD, PRETORIA",RUGBY WORLD CUP,SCOT,SCOTLAND,FRA,FRANCE,FT,19,22
1995-06-03,"HARTSFIELD, BULAWAYO",SCOTLAND XV TOUR IN SPAIN/ZIMBABWE 1995,ZIMB,ZIMBABWE,SCOT,SCOTLAND,FT,23,39
1995-05-31,"EMIRATES AIRLINES PARK, JOHANNESBURG",RUGBY WORLD CUP,WALES,WALES,NZL,NEW ZEALAND,FT,9,34
1995-05-31,"TOYOTA STADIUM, BLOEMFONTEIN",RUGBY WORLD CUP,IRE,IRELAND,JPN,JAPAN,FT,50,28
1995-05-31,"JONSSON KINGS PARK, DURBAN",RUGBY WORLD CUP,ENG,ENGLAND,ITALY,ITALY,FT,27,20
1995-05-31,"BOET ERASMUS (EPRFU), PORT ELIZABETH",RUGBY WORLD CUP,AUS,AUSTRALIA,CAN,CANADA,FT,27,11
1995-05-30,"LOFTUS VERSFELD, PRETORIA",RUGBY WORLD CUP,SCOT,SCOTLAND,TONGA,TONGA,FT,41,5
1995-05-30,"DHL NEWLANDS, CAPE TOWN",RUGBY WORLD CUP,SA,SOUTH AFRICA,ROM,ROMANIA,FT,21,8
1995-05-30,"BUFFALO CITY STADIUM, EAST LONDON",RUGBY WORLD CUP,ARG,ARGENTINA,SAMOA,SAMOA,FT,26,32
1995-05-30,"OLYMPIA PARK, RUSTENBERG, RUSTENBERG",RUGBY WORLD CUP,FRA,FRANCE,CDI,IVORY COAST,FT,54,18
1995-05-28,"RUGBY KLUB, HUNDESTED",BALTIC CUP,DEN,DENMARK,RUSS,RUSSIA,FT,12,42
1995-05-28,"RK SPEED, COPENHAGEN",BALTIC CUP,POL,POLAND,SWED,SWEDEN,FT,48,15
1995-05-27,"BUFFALO CITY STADIUM, EAST LONDON",RUGBY WORLD CUP,SAMOA,SAMOA,ITALY,ITALY,FT,42,18
1995-05-27,"RK SPEED, COPENHAGEN",BALTIC CUP,DEN,DENMARK,SWED,SWEDEN,FT,16,3
1995-05-27,"EMIRATES AIRLINES PARK, JOHANNESBURG",RUGBY WORLD CUP,IRE,IRELAND,NZL,NEW ZEALAND,FT,19,43
1995-05-27,"ROI BAUDOUIN, BRUSSELS",FIRA CHAMPIONSHIP D1,BEL,BELGIUM,CZE,CZECH REPUBLIC,FT,32,13
1995-05-27,"TOYOTA STADIUM, BLOEMFONTEIN",RUGBY WORLD CUP,WALES,WALES,JPN,JAPAN,FT,57,10
1995-05-27,"JONSSON KINGS PARK, DURBAN",RUGBY WORLD CUP,ENG,ENGLAND,ARG,ARGENTINA,FT,24,18
1995-05-26,"BOET ERASMUS (EPRFU), PORT ELIZABETH",RUGBY WORLD CUP,ROM,ROMANIA,CAN,CANADA,FT,3,34
1995-05-26,"LOFTUS VERSFELD, PRETORIA",RUGBY WORLD CUP,FRA,FRANCE,TONGA,TONGA,FT,38,10
1995-05-26,"OLYMPIA PARK, RUSTENBERG, RUSTENBERG",RUGBY WORLD CUP,SCOT,SCOTLAND,CDI,IVORY COAST,FT,89,0
1995-05-25,"DHL NEWLANDS, CAPE TOWN",RUGBY WORLD CUP,SA,SOUTH AFRICA,AUS,AUSTRALIA,FT,27,18
1995-05-25,"RUGBY KLUB, HUNDESTED",BALTIC CUP,DEN,DENMARK,POL,POLAND,FT,16,9
1995-05-14,"FRITZ GRUNEBAUM SPORTPARK, HEIDELBURG",FIRA CHAMPIONSHIP D1,GERM,GERMANY,PORT,PORTUGAL,FT,16,26
1995-05-13,--,FIRA CHAMPIONSHIP D1,POL,POLAND,RUSS,RUSSIA,FT,15,18
1995-05-07,"STADE D'HONNEUR, OUJDA",FIRA CHAMPIONSHIP D1,MOROC,MOROCCO,GERM,GERMANY,FT,23,6
1995-05-06,"ALLIANZ STADIUM, SYDNEY",PUMA TROPHY,AUS,AUSTRALIA,ARG,ARGENTINA,FT,30,13
1995-05-06,"FILI STADIUM, MOSCOW",FIRA CHAMPIONSHIP D1,RUSS,RUSSIA,BEL,BELGIUM,FT,32,15
1995-05-06,"STADIO COMUNALE DI MONIGO, TREVISO",IRELAND TOUR IN ITALY 1995,ITALY,ITALY,IRE,IRELAND,FT,22,12
1995-05-06,"UNIVERSITARIA COMPLUTENSE, MADRID",SCOTLAND XV TOUR IN SPAIN/ZIMBABWE 1995,SPAIN,SPAIN,SCOT,SCOTLAND,FT,7,62
1995-05-03,"CHICHIBUNOMIYA, TOKYO",ROMANIA TOUR IN JAPAN/SCOTLAND 1995,JPN,JAPAN,ROM,ROMANIA,FT,34,21
1995-04-30,"BALLYMORE, BRISBANE",PUMA TROPHY,AUS,AUSTRALIA,ARG,ARGENTINA,FT,53,7
1995-04-29,"FFC ARENA, TATRA SMICHOV, PRAGUE",FIRA CHAMPIONSHIP D1,CZE,CZECH REPUBLIC,PORT,PORTUGAL,FT,18,19
1995-04-29,", TOKYO",ROMANIA TOUR IN JAPAN/SCOTLAND 1995,JPN,JAPAN,ROM,ROMANIA,FT,25,30
1995-04-23,"RUGBY CLUB EEMLAND, AMERSFOORT",FIRA CHAMPIONSHIP D1,NETH,NETHERLANDS,POL,POLAND,FT,12,28
1995-04-22,"UNIVERSITARIO LISBOA, LISBON",FIRA CHAMPIONSHIP D1,PORT,PORTUGAL,SPAIN,SPAIN,FT,15,50
1995-04-22,"EDEN PARK, AUCKLAND",CANADA TOUR IN FIJI/NEW ZEALAND/SCOTLAND 1995,NZL,NEW ZEALAND,CAN,CANADA,FT,73,7
1995-04-22,"BT MURRAYFIELD, EDINBURGH",ROMANIA TOUR IN JAPAN/SCOTLAND 1995,SCOT,SCOTLAND,ROM,ROMANIA,FT,49,16
1995-04-13,"EMIRATES AIRLINES PARK, JOHANNESBURG",SAMOA TOUR IN ENGLAND/SCOTLAND/SOUTH AFRICA 1995,SA,SOUTH AFRICA,SAMOA,SAMOA,FT,60,8
1995-04-09,"STADE DE COC, CASABLANCA",FIRA CHAMPIONSHIP D1,MOROC,MOROCCO,CZE,CZECH REPUBLIC,FT,18,13
1995-04-08,"STADIONUL DINAMO, BUCHAREST",FRANCE TOUR IN ROMANIA 1995,ROM,ROMANIA,FRA,FRANCE,FT,15,24
1995-04-08,"PRINCE CHARLES PARK, NADI",CANADA TOUR IN FIJI/NEW ZEALAND/SCOTLAND 1995,FIJI,FIJI,CAN,CANADA,FT,10,22
1995-04-02,"UNIVERSITARIA COMPLUTENSE, MADRID",FIRA CHAMPIONSHIP D1,SPAIN,SPAIN,CZE,CZECH REPUBLIC,FT,90,8
1995-03-26,"SPORTPARK DE EENDRACHT (NRCA STADIUM), AMSTERDAM",FIRA CHAMPIONSHIP D1,NETH,NETHERLANDS,TUN,TUNISIA,FT,23,18
1995-03-26,"CUIDAD DEPOTIVA, EL PUERTO DE SANTA MARIA",FIRA CHAMPIONSHIP D1,SPAIN,SPAIN,MOROC,MOROCCO,FT,44,3
1995-03-22,"ROI BAUDOUIN, BRUSSELS",FIRA CHAMPIONSHIP D1,BEL,BELGIUM,TUN,TUNISIA,FT,6,10
1995-03-19,"UNIVERSITARIO LISBOA, LISBON",FIRA CHAMPIONSHIP D1,PORT,PORTUGAL,MOROC,MOROCCO,FT,26,16
1995-03-18,"NATIONAL STADIUM, CARDIFF",SIX NATIONS,WALES,WALES,IRE,IRELAND,FT,12,16
1995-03-18,"TWICKENHAM, LONDON",SIX NATIONS,ENG,ENGLAND,SCOT,SCOTLAND,FT,24,12
1995-03-10,"FERROCARIL OESTE (ESTADIO ETCHEVERRY), BUENOS AIRES",URUGUAY TOUR 1995,ARG,ARGENTINA,URUG,URUGUAY,FT,40,20
1995-03-10,"FERROCARIL OESTE (ESTADIO ETCHEVERRY), BUENOS AIRES",PAN-AMERICAN CHAMPIONSHIP,ARG,ARGENTINA,CAN,CANADA,FT,29,26
1995-03-07,"ESTADIO LUIS FRANZINI (DEFENSOR SC), MONTEVIDEO",PAN-AMERICAN CHAMPIONSHIP,URUG,URUGUAY,CAN,CANADA,FT,9,28
1995-03-04,"FERROCARIL OESTE (ESTADIO ETCHEVERRY), BUENOS AIRES",PAN-AMERICAN CHAMPIONSHIP,ARG,ARGENTINA,URUG,URUGUAY,FT,44,3
1995-03-04,"BT MURRAYFIELD, EDINBURGH",SIX NATIONS,SCOT,SCOTLAND,WALES,WALES,FT,26,13
1995-03-04,"AVIVA STADIUM, DUBLIN",SIX NATIONS,IRE,IRELAND,FRA,FRANCE,FT,7,25
1995-02-19,"CHICHIBUNOMIYA, TOKYO",TONGA TOUR IN JAPAN 1995,JPN,JAPAN,TONGA,TONGA,FT,16,24
1995-02-18,"PARC DES PRINCES, PARC DES PRINCES",SIX NATIONS,FRA,FRANCE,SCOT,SCOTLAND,FT,21,23
1995-02-18,"NATIONAL STADIUM, CARDIFF",SIX NATIONS,WALES,WALES,ENG,ENGLAND,FT,9,23
1995-02-11,"PALOMA MIZUHO RUGBY FIELD, NAGOYA",TONGA TOUR IN JAPAN 1995,JPN,JAPAN,TONGA,TONGA,FT,16,47
1995-02-04,"TWICKENHAM, LONDON",SIX NATIONS,ENG,ENGLAND,FRA,FRANCE,FT,31,10
1995-02-04,"BT MURRAYFIELD, EDINBURGH",SIX NATIONS,SCOT,SCOTLAND,IRE,IRELAND,FT,26,13
1995-01-21,"PARC DES PRINCES, PARC DES PRINCES",SIX NATIONS,FRA,FRANCE,WALES,WALES,FT,21,9
1995-01-21,"BT MURRAYFIELD, EDINBURGH",CANADA TOUR IN FIJI/NEW ZEALAND/SCOTLAND 1995,SCOT,SCOTLAND,CAN,CANADA,FT,22,6
1995-01-21,"AVIVA STADIUM, DUBLIN",SIX NATIONS,IRE,IRELAND,ENG,ENGLAND,FT,8,20
1995-01-07,"MCDIARMID PARK, PERTH",ITALY TOUR IN SCOTLAND 1995,,SCOTLAND ASCO A,ITALY,ITALY,FT,18,16
1994-12-17,"STADE DE MONTRAPON, BESANCON",CANADA TOUR IN ENGLAND/FRANCE/UNITED STATES OF AMERICA 1994,FRA,FRANCE,CAN,CANADA,FT,28,9
1994-12-10,"TWICKENHAM STADIUM, TWICKENHAM",CANADA TOUR IN ENGLAND/FRANCE/UNITED STATES OF AMERICA 1994,ENG,ENGLAND,CAN,CANADA,FT,60,19
1994-12-04,"STADE MARCEL BOURILLOT, DIGIONE",ITALY TOUR IN AUSTRALIA/FRANCE 1994,FRA,FRANCE,ITALY,ITALY,FT,14,9
1994-11-30,--,FIRA CHAMPIONSHIP D2,GEORG,GEORGIA,DEN,DENMARK,WALKOVER,3,0
1994-11-30,--,FIRA CHAMPIONSHIP D1,SPAIN,SPAIN,TUN,TUNISIA,WALKOVER,6,0
1994-11-27,"NATIONAL STADIUM, CARDIFF",SOUTH AFRICA TOUR IN SCOTLAND/WALES 1994,WALES,WALES,SA,SOUTH AFRICA,FT,12,20
1994-11-27,"RUGBYKLUB LYNET, AALBORG",FIRA CHAMPIONSHIP D2,DEN,DENMARK,UKR,UKRAINE,FT,12,6
1994-11-20,--,FIRA CHAMPIONSHIP D1,POL,POLAND,TUN,TUNISIA,FT,9,15
1994-11-19,"BT MURRAYFIELD, EDINBURGH",SOUTH AFRICA TOUR IN SCOTLAND/WALES 1994,SCOT,SCOTLAND,SA,SOUTH AFRICA,FT,10,34
1994-11-13,"RUDOLF-KALWEIT-STADION, HANOVER",FIRA CHAMPIONSHIP D1,GERM,GERMANY,SPAIN,SPAIN,FT,10,29
1994-11-12,"ROI BAUDOUIN, BRUSSELS",FIRA CHAMPIONSHIP D1,BEL,BELGIUM,NETH,NETHERLANDS,FT,10,0
1994-11-12,"TWICKENHAM STADIUM, TWICKENHAM",ROMANIA TOUR IN ENGLAND 1994,ENG,ENGLAND,ROM,ROMANIA,FT,54,3
1994-11-05,"RK SPEED, COPENHAGEN",FIRA CHAMPIONSHIP D2,DEN,DENMARK,LAT,LATVIA,FT,27,19
1994-11-05,"AVIVA STADIUM, DUBLIN",UNITED STATES OF AMERICA TOUR IN IRELAND 1994,IRE,IRELAND,USA,UNITED STATES OF AMERICA,FT,26,15
1994-10-29,"MERDEKA STADIUM, KUALA LUMPUR",RUGBY WORLD CUP QUALIFIER,HK,HONG KONG,TPE,CHINESE TAIPEI,FT,80,26
1994-10-29,"MERDEKA STADIUM, KUALA LUMPUR",RUGBY WORLD CUP QUALIFIER,JPN,JAPAN,KOREA,KOREA,FT,26,11
1994-10-27,"MERDEKA STADIUM, KUALA LUMPUR",RUGBY WORLD CUP QUALIFIER,HK,HONG KONG,SING,SINGAPORE,FT,164,13
1994-10-26,"MERDEKA STADIUM, KUALA LUMPUR",RUGBY WORLD CUP QUALIFIER,SL,SRI LANKA,TPE,CHINESE TAIPEI,FT,9,25
1994-10-26,"MERDEKA STADIUM, KUALA LUMPUR",RUGBY WORLD CUP QUALIFIER,MALAY,MALAYSIA,JPN,JAPAN,FT,9,97
1994-10-25,"MERDEKA STADIUM, KUALA LUMPUR",RUGBY WORLD CUP QUALIFIER,HK,HONG KONG,THAI,THAILAND,FT,93,0
1994-10-24,"MERDEKA STADIUM, KUALA LUMPUR",RUGBY WORLD CUP QUALIFIER,SL,SRI LANKA,JPN,JAPAN,FT,3,67
1994-10-23,"JOSEFA KAHOUTA,RICANY, PRAGUE",FIRA CHAMPIONSHIP D1,CZE,CZECH REPUBLIC,GERM,GERMANY,FT,12,5
1994-10-23,"MERDEKA STADIUM, KUALA LUMPUR",RUGBY WORLD CUP QUALIFIER,HK,HONG KONG,KOREA,KOREA,FT,17,28
1994-10-22,"SPARTA (OTKRYTIE) STADIUM, MOSCOW",FIRA CHAMPIONSHIP D1,RUSS,RUSSIA,NETH,NETHERLANDS,FT,29,6
1994-10-22,"MERDEKA STADIUM, KUALA LUMPUR",RUGBY WORLD CUP QUALIFIER,MALAY,MALAYSIA,SL,SRI LANKA,FT,23,18
1994-10-22,"MERDEKA STADIUM, KUALA LUMPUR",RUGBY WORLD CUP QUALIFIER,JPN,JAPAN,TPE,CHINESE TAIPEI,FT,56,5
1994-10-15,"EMIRATES AIRLINES PARK, JOHANNESBURG",ARGENTINA TOUR IN SOUTH AFRICA 1994,SA,SOUTH AFRICA,ARG,ARGENTINA,FT,46,26
1994-10-15,"STADION POGONI, SIEDLCE",FIRA CHAMPIONSHIP D1,POL,POLAND,BEL,BELGIUM,FT,50,13
1994-10-12,"NATIONAL STADIUM, CARDIFF",RUGBY WORLD CUP QUALIFIER,WALES,WALES,ITALY,ITALY,FT,29,19
1994-10-08,"BOET ERASMUS (EPRFU), PORT ELIZABETH",ARGENTINA TOUR IN SOUTH AFRICA 1994,SA,SOUTH AFRICA,ARG,ARGENTINA,FT,42,22
1994-10-01,"SANTA MARIA GORETTI, CATANIA",RUGBY WORLD CUP QUALIFIER,ITALY,ITALY,ROM,ROMANIA,FT,24,6
1994-09-25,"DAUGAVAS STADIONA, RIGA",BALTIC CUP,DEN,DENMARK,NOR,NORWAY,FT,49,0
1994-09-25,"DAUGAVAS STADIONA, RIGA",BALTIC CUP,LAT,LATVIA,POL,POLAND,FT,16,54
1994-09-24,"DAUGAVAS STADIONA, RIGA",BALTIC CUP,LAT,LATVIA,DEN,DENMARK,FT,14,0
1994-09-24,"DAUGAVAS STADIONA, RIGA",BALTIC CUP,POL,POLAND,NOR,NORWAY,FT,74,0
1994-09-24,"KORSANGENS RUGBYARENA, ENKOPING",BALTIC CUP,SWED,SWEDEN,RUSS,RUSSIA,FT,20,13
1994-09-17,"STADIONUL DINAMO, BUCHAREST",RUGBY WORLD CUP QUALIFIER,ROM,ROMANIA,WALES,WALES,FT,9,16
1994-08-31,"TSUKISAMU GROUND, SAPPORO",MALAYSIA TOUR IN JAPAN 1994,JPN,JAPAN,MALAY,MALAYSIA,FT,69,11
1994-08-30,"TSUKISAMU GROUND, SAPPORO",MALAYSIA TOUR IN JAPAN 1994,JPN,JAPAN,MALAY,MALAYSIA,FT,73,3
1994-08-24,"HAGE GEINGOB STADIUM, WINDHOEK",HONG KONG TOUR IN JAPAN/NAMIBIA 1994,NAMIB,NAMIBIA,HK,HONG KONG,FT,22,12
1994-08-17,"ALLIANZ STADIUM, SYDNEY",BLEDISLOE CUP,AUS,AUSTRALIA,NZL,NEW ZEALAND,FT,20,16
1994-08-06,"EDEN PARK, AUCKLAND",SOUTH AFRICA TOUR IN SCOTLAND/WALES 1994,NZL,NEW ZEALAND,SA,SOUTH AFRICA,FT,18,18
1994-08-06,"ALLIANZ STADIUM, SYDNEY",SAMOA TOUR IN AUSTRALIA 1994,AUS,AUSTRALIA,SAMOA,SAMOA,FT,73,3
1994-07-23,"ATHLETIC PARK, AOMORI",SOUTH AFRICA TOUR IN SCOTLAND/WALES 1994,NZL,NEW ZEALAND,SA,SOUTH AFRICA,FT,13,9
1994-07-09,"TEUFAIVA STADIUM, NUKU A'LOFA",SOUTH PACIFIC CHAMPIONSHIP,TONGA,TONGA,FIJI,FIJI,FT,12,10
1994-07-09,"CARISBROOK, DUNEDIN",SOUTH AFRICA TOUR IN SCOTLAND/WALES 1994,NZL,NEW ZEALAND,SA,SOUTH AFRICA,FT,22,14
1994-07-03,"EDEN PARK, AUCKLAND",FRANCE TOUR IN CANADA/NEW ZEALAND 1994,NZL,NEW ZEALAND,FRA,FRANCE,FT,20,23
1994-07-02,"PRINCE CHARLES PARK, NADI",SOUTH PACIFIC CHAMPIONSHIP,FIJI,FIJI,SAMOA,SAMOA,FT,20,13
1994-07-02,--,PAPUA NEW GUINEA TOUR 1994,HK,HONG KONG,PNG,PAPUA NEW GUINEA,FT,6,3
1994-07-01,--,PAPUA NEW GUINEA TOUR 1994,HK,HONG KONG,PNG,PAPUA NEW GUINEA,FT,22,18
1994-06-26,"JADE STADIUM (LANCASTER PARK), CHRISTCHURCH",FRANCE TOUR IN CANADA/NEW ZEALAND 1994,NZL,NEW ZEALAND,FRA,FRANCE,FT,8,22
1994-06-25,"OLYMPIC PARK, MELBOURNE",ITALY TOUR IN AUSTRALIA/FRANCE 1994,AUS,AUSTRALIA,ITALY,ITALY,FT,20,7
1994-06-25,"CHANEL COLLEGE, MOAMOA, APIA",WALES TOUR IN CANADA/FIJI/SAMOA/TONGA 1994,SAMOA,SAMOA,WALES,WALES,FT,34,9
1994-06-22,"TEUFAIVA STADIUM, NUKU A'LOFA",WALES TOUR IN CANADA/FIJI/SAMOA/TONGA 1994,TONGA,TONGA,WALES,WALES,FT,9,18
1994-06-20,"FERROCARIL OESTE (ESTADIO ETCHEVERRY), BUENOS AIRES",RUGBY WORLD CUP QUALIFIER,ARG,ARGENTINA,USA,UNITED STATES OF AMERICA,FT,16,11
1994-06-18,"TSUKISAMU GROUND, SAPPORO",HONG KONG TOUR IN JAPAN/NAMIBIA 1994,JPN,JAPAN,HK,HONG KONG,FT,22,10
1994-06-18,"STADE DE COC, CASABLANCA",RUGBY WORLD CUP QUALIFIER,MOROC,MOROCCO,NAMIB,NAMIBIA,FT,16,16
1994-06-18,"ANZ NATIONAL STADIUM (BUCKHURST PK), SUVA",WALES TOUR IN CANADA/FIJI/SAMOA/TONGA 1994,FIJI,FIJI,WALES,WALES,FT,8,23
1994-06-18,"BALLYMORE, BRISBANE",ITALY TOUR IN AUSTRALIA/FRANCE 1994,AUS,AUSTRALIA,ITALY,ITALY,FT,23,20
1994-06-16,"STADE DE COC, CASABLANCA",RUGBY WORLD CUP QUALIFIER,MOROC,MOROCCO,ZIMB,ZIMBABWE,FT,9,21
1994-06-14,"STADE DE COC, CASABLANCA",RUGBY WORLD CUP QUALIFIER,MOROC,MOROCCO,CDI,IVORY COAST,FT,17,9
1994-06-11,"DHL NEWLANDS STADIUM, CAPE TOWN",ENGLAND TOUR IN SOUTH AFRICA 1994,SA,SOUTH AFRICA,ENG,ENGLAND,FT,27,9
1994-06-11,"FLETCHER'S FIELD, MARKHAM",WALES TOUR IN CANADA/FIJI/SAMOA/TONGA 1994,CAN,CANADA,WALES,WALES,FT,15,33
1994-06-11,"FERROCARIL OESTE (ESTADIO ETCHEVERRY), BUENOS AIRES",SCOTLAND TOUR IN ARGENTINA 1994,ARG,ARGENTINA,SCOT,SCOTLAND,FT,19,17
1994-06-11,"ALLIANZ STADIUM, SYDNEY",IRELAND TOUR IN AUSTRALIA 1994,AUS,AUSTRALIA,IRE,IRELAND,FT,32,18
1994-06-05,"BALLYMORE, BRISBANE",IRELAND TOUR IN AUSTRALIA 1994,AUS,AUSTRALIA,IRE,IRELAND,FT,33,13
1994-06-04,"LOFTUS VERSFELD, PRETORIA",ENGLAND TOUR IN SOUTH AFRICA 1994,SA,SOUTH AFRICA,ENG,ENGLAND,FT,15,32
1994-06-04,"CHANEL COLLEGE, MOAMOA, APIA",SOUTH PACIFIC CHAMPIONSHIP,SAMOA,SAMOA,TONGA,TONGA,FT,32,19
1994-06-04,"MAPLE GROVE RUGBY PARK, NEPEAN",FRANCE TOUR IN CANADA/NEW ZEALAND 1994,CAN,CANADA,FRA,FRANCE,FT,18,16
1994-06-04,"FERROCARIL OESTE (ESTADIO ETCHEVERRY), BUENOS AIRES",SCOTLAND TOUR IN ARGENTINA 1994,ARG,ARGENTINA,SCOT,SCOTLAND,FT,16,15
1994-06-04,"JADE STADIUM (LANCASTER PARK), CHRISTCHURCH",FIJI TOUR IN JAPAN/NEW ZEALAND 1994,MAORI,NEW ZEALAND MAORI,FIJI,FIJI,FT,34,13
1994-05-28,"GEORGE ALLEN FIELD, LONG BEACH",RUGBY WORLD CUP QUALIFIER,USA,UNITED STATES OF AMERICA,ARG,ARGENTINA,FT,22,28
1994-05-28,"FILI STADIUM, MOSCOW",FIRA CHAMPIONSHIP D1,RUSS,RUSSIA,FRA,FRANCE,FT,9,11
1994-05-28,"UNIVERSITARIA COMPLUTENSE, MADRID",RUGBY WORLD CUP QUALIFIER,SPAIN,SPAIN,PORT,PORTUGAL,FT,35,19
1994-05-21,"GEORGE ALLEN FIELD, LONG BEACH",CANADA TOUR IN ENGLAND/FRANCE/UNITED STATES OF AMERICA 1994,USA,UNITED STATES OF AMERICA,CAN,CANADA,FT,10,15
1994-05-21,"PATA STADIUM, CALVISANO",RUGBY WORLD CUP QUALIFIER,ITALY,ITALY,NETH,NETHERLANDS,FT,63,9
1994-05-21,"UNIVERSITARIA COMPLUTENSE, MADRID",RUGBY WORLD CUP QUALIFIER,SPAIN,SPAIN,WALES,WALES,FT,0,54
1994-05-18,"STADIO ZAFFANELLA, VIADANA",RUGBY WORLD CUP QUALIFIER,ITALY,ITALY,CZE,CZECH REPUBLIC,FT,104,8
1994-05-18,"UNIVERSITARIO LISBOA, LISBON",RUGBY WORLD CUP QUALIFIER,PORT,PORTUGAL,WALES,WALES,FT,11,102
